landscape_id,wild_biodiversity,ecological_connectivity,ecosystem_services,climate_resilience,community_nature_reciprocity,abiotic_integrity,anthropogenic_pressure,fne_score,score_label,wild_biodiversity_confidence,ecological_connectivity_confidence,ecosystem_services_confidence,climate_resilience_confidence,community_nature_reciprocity_confidence,abiotic_integrity_confidence,anthropogenic_pressure_confidence,confidence,data_coverage_pct
ls_20124,5.7,5.28,7.2,5.38,3.73,4.96,7.5,5.68,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20125,4.73,5.98,7.09,5.43,3.46,4.92,7.8,5.63,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20126,4.68,6.2,7.67,5.13,3.46,4.93,7.73,5.69,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20127,4.49,5.75,6.85,5.58,3.46,4.92,7.81,5.55,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20128,4.71,5.62,7.04,5.28,3.46,4.95,7.72,5.54,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20129,4.55,5.71,7.66,5.28,3.46,4.98,7.54,5.6,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20130,5.62,4.78,7.64,5.31,3.46,4.98,7.43,5.6,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20131,6.16,5.98,7.94,4.33,3.46,4.96,7.3,5.73,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20132,3.46,4.09,4.44,5.36,2.58,4.96,7.46,4.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20133,4.66,4.4,4.22,5.54,2.58,4.98,7.77,4.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20134,4.66,4.46,3.98,5.5,2.58,4.95,7.79,4.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20135,3.43,4.34,4.41,5.75,2.58,4.89,7.71,4.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20136,4.45,5.28,5.3,5.2,2.9,4.97,7.3,5.06,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20137,4.36,4.11,3.7,5.57,2.9,4.94,8.08,4.81,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20138,4.67,3.55,3.14,5.46,2.9,4.9,8.09,4.67,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20139,3.76,3.32,5.09,5.48,3.83,4.85,7.31,4.81,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20140,4.64,4.82,6.12,5.79,3.84,4.85,7.67,5.39,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20141,3.75,5.25,6.45,5.54,3.87,4.86,7.58,5.33,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20142,6.04,5.99,7.95,4.48,4.11,4.9,7.15,5.8,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20143,5.6,6.12,7.88,4.52,3.46,4.89,7.39,5.69,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20144,4.47,6.02,8.0,4.32,3.46,4.87,7.36,5.5,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20145,3.3,3.9,6.06,5.49,3.77,4.81,7.69,5.0,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20146,3.08,4.83,6.45,5.26,3.77,4.8,7.47,5.09,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20147,5.0,5.05,6.22,5.78,3.55,4.91,7.57,5.44,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20148,5.46,5.49,8.19,4.48,3.46,4.93,7.25,5.61,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20149,3.46,3.51,6.02,5.2,3.77,4.78,7.79,4.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20150,2.99,5.01,7.56,5.83,4.28,4.92,6.88,5.35,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20151,3.25,4.9,6.84,5.11,3.77,4.88,7.65,5.2,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20152,2.99,4.01,6.97,6.2,3.84,4.86,7.08,5.14,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20153,3.43,3.98,5.51,5.81,3.64,4.88,7.67,4.99,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20154,3.07,5.31,7.44,4.56,3.77,4.84,7.5,5.21,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20155,4.37,5.11,6.57,5.64,3.46,4.85,7.59,5.37,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20156,3.81,4.15,6.6,5.8,3.46,4.91,7.39,5.16,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20157,6.38,5.06,8.7,5.03,3.49,4.94,7.09,5.81,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20158,5.72,6.28,8.56,4.55,3.46,4.97,7.41,5.85,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20159,5.69,6.47,8.11,4.09,3.46,4.84,8.11,5.82,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20160,4.71,6.01,8.64,4.38,3.46,4.83,7.48,5.64,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20161,3.15,5.51,7.55,5.15,4.05,4.91,7.08,5.34,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20162,3.07,5.83,7.5,4.66,3.81,4.91,7.33,5.3,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20163,3.15,5.18,6.27,4.95,3.77,4.81,7.93,5.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20164,3.02,4.04,7.53,6.0,4.54,4.86,6.42,5.2,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20165,3.04,6.02,7.67,4.48,3.77,4.87,7.58,5.35,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20166,3.09,4.56,7.14,5.16,3.46,4.92,6.81,5.02,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20167,3.05,4.39,7.41,4.83,4.39,4.91,6.5,5.07,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20168,3.05,4.94,7.2,5.11,3.77,4.91,7.05,5.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20169,3.45,6.44,8.31,4.35,3.46,4.97,7.54,5.5,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20170,3.74,5.2,6.23,5.77,3.77,4.95,8.2,5.41,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20171,4.66,5.89,8.8,5.38,4.31,4.88,7.19,5.87,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20172,4.65,6.16,8.5,4.68,3.9,4.97,7.16,5.72,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20173,4.69,5.2,8.33,3.86,3.77,4.95,7.46,5.47,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20174,4.61,5.81,8.56,4.81,4.16,4.97,6.98,5.7,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20175,4.64,4.39,6.12,5.1,3.46,4.8,7.62,5.16,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20176,3.0,5.05,7.05,4.78,3.97,4.9,6.8,5.08,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20177,3.34,3.83,7.11,5.53,4.58,4.91,6.4,5.1,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20178,3.05,4.44,7.36,4.79,3.8,4.92,6.79,5.02,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20179,3.75,3.46,7.36,5.25,3.97,4.92,6.97,5.1,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20180,4.54,5.56,7.54,5.02,3.77,4.93,8.08,5.63,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20181,4.59,5.8,8.56,4.81,3.88,4.97,7.11,5.67,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20182,4.61,6.19,8.09,4.45,3.77,4.97,7.41,5.64,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20183,3.41,3.81,5.42,5.76,3.81,4.9,7.44,4.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20184,3.5,3.03,4.71,4.69,3.77,4.9,7.6,4.6,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20185,3.27,5.1,7.13,4.67,4.0,4.94,7.23,5.19,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20186,3.18,4.62,7.24,5.21,4.16,4.94,7.19,5.22,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20187,3.05,4.79,7.51,4.99,3.77,4.92,7.2,5.18,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20188,3.05,5.15,7.18,4.94,3.77,4.92,7.06,5.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20189,2.94,3.58,7.34,5.5,5.3,4.9,4.81,4.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20190,4.17,4.26,6.12,4.7,3.77,4.78,6.83,4.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20191,3.91,5.34,5.63,4.86,3.77,4.56,8.25,5.19,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20192,3.01,5.14,6.84,4.55,3.77,4.8,7.2,5.04,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20193,3.2,5.17,6.9,5.11,3.93,4.87,7.23,5.2,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20194,4.04,4.81,6.72,5.81,3.77,4.98,7.34,5.35,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20195,4.42,3.31,5.4,5.67,3.77,4.98,7.69,5.03,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20196,4.56,5.83,7.65,5.06,3.77,4.97,7.56,5.63,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20197,4.45,5.26,6.89,5.4,3.77,4.98,7.46,5.46,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20198,4.49,6.22,8.4,4.52,3.89,4.97,7.24,5.68,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20199,4.29,3.46,5.65,5.39,3.77,4.91,7.19,4.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20200,3.36,4.65,6.83,5.87,4.04,4.96,6.96,5.24,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20201,3.38,4.74,6.42,5.68,3.97,4.94,7.29,5.2,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20202,4.06,3.11,4.27,5.41,3.77,4.84,8.35,4.83,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20203,3.37,3.6,5.27,5.54,4.12,4.93,7.3,4.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20204,4.29,3.09,3.92,5.78,3.77,4.76,8.59,4.89,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20205,3.17,5.17,5.62,5.63,3.85,4.83,7.94,5.17,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20206,3.07,5.55,7.3,4.88,3.77,4.94,7.6,5.3,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20207,4.13,4.93,6.64,5.74,3.77,4.98,7.76,5.42,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20208,4.5,5.51,7.41,5.35,3.77,4.98,7.44,5.57,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20209,4.02,4.62,6.32,5.45,3.77,4.96,7.36,5.21,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20210,3.46,4.86,7.25,5.66,4.09,4.96,6.8,5.3,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20211,3.83,3.32,5.07,5.48,4.59,4.92,7.29,4.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20212,3.27,6.09,5.88,5.08,3.77,3.59,8.53,5.17,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20213,3.28,6.26,5.6,5.19,3.77,3.59,9.22,5.27,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20214,3.15,6.17,5.38,5.18,3.77,3.56,9.19,5.2,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20215,3.79,5.66,6.61,5.22,3.77,3.68,8.91,5.38,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20216,3.48,5.31,5.95,5.26,3.77,3.67,8.62,5.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20217,3.31,5.95,6.21,5.24,4.44,3.64,8.43,5.32,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20218,3.17,6.65,6.89,5.06,4.44,3.63,8.33,5.45,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20219,3.58,4.93,4.86,5.27,3.77,3.56,9.07,5.01,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20220,3.23,6.63,6.15,4.84,3.77,3.54,8.68,5.26,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20221,3.4,6.29,6.04,5.3,3.96,3.65,8.71,5.34,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20222,3.49,6.0,5.89,5.3,3.77,3.67,9.05,5.31,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20223,3.77,5.26,5.18,5.32,3.77,3.67,9.11,5.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20224,3.59,6.0,5.4,5.35,3.77,3.66,9.32,5.3,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20225,4.11,4.25,3.85,5.21,3.77,3.54,9.32,4.86,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20226,3.81,5.15,4.75,5.32,3.77,3.63,8.89,5.05,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20227,4.25,3.94,3.51,5.03,3.77,3.42,9.04,4.71,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20228,4.3,6.07,8.59,5.61,5.01,4.45,6.83,5.84,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20229,4.37,6.05,8.56,5.54,5.07,4.39,6.8,5.83,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20230,4.37,6.03,8.5,6.14,4.43,4.33,6.92,5.82,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20231,4.58,6.19,8.48,5.74,4.74,4.51,6.97,5.89,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20232,4.55,6.17,8.47,5.46,4.53,4.49,7.02,5.81,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20233,4.34,6.43,8.58,5.39,3.77,4.33,7.83,5.81,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20234,5.01,5.74,8.66,5.22,5.18,4.39,6.57,5.82,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20235,4.57,5.9,8.49,5.38,4.72,4.5,6.78,5.76,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20236,4.67,6.18,8.49,5.4,4.54,4.45,7.03,5.82,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20237,4.66,6.13,8.58,5.49,4.77,4.46,6.97,5.87,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20238,4.71,6.52,8.47,5.22,3.77,4.43,7.9,5.86,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20239,4.7,6.1,8.54,5.21,3.93,4.46,7.11,5.72,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20240,4.62,6.19,8.79,5.51,4.43,4.43,7.09,5.87,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20241,4.49,5.97,8.58,5.59,4.36,4.33,6.92,5.75,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20242,4.53,5.99,8.75,6.11,3.77,4.27,7.1,5.79,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20243,4.72,6.77,8.64,6.14,3.77,4.39,8.12,6.08,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20244,5.66,5.77,8.66,6.11,4.22,4.32,6.63,5.91,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20245,4.64,6.14,8.78,6.15,3.91,4.2,7.09,5.84,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20246,4.72,5.89,8.53,5.32,3.77,4.36,8.34,5.85,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20247,4.14,4.52,3.93,5.93,3.1,4.89,7.5,4.86,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20248,4.6,5.07,5.94,5.0,2.58,4.97,7.52,5.1,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20249,5.3,5.15,5.13,5.53,2.58,4.96,7.56,5.17,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20250,3.16,3.1,2.92,5.47,2.58,4.81,7.86,4.27,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20251,4.35,4.34,4.31,5.76,2.58,4.9,7.88,4.87,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20252,3.36,4.09,4.23,5.53,2.58,4.94,7.67,4.63,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20253,3.14,3.52,3.23,5.59,2.9,4.89,8.15,4.49,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20254,3.38,5.86,5.27,4.94,2.58,4.84,7.62,4.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20255,3.41,3.35,2.81,5.48,2.9,4.82,8.15,4.42,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20256,3.03,4.7,4.83,5.19,2.9,4.96,7.56,4.74,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20257,5.64,6.58,8.42,5.48,3.97,4.54,7.4,6.0,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20258,6.01,5.54,8.42,5.77,5.28,4.57,6.28,5.98,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20259,5.65,5.44,8.33,6.19,5.59,4.35,6.23,5.97,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20260,5.56,6.13,8.51,5.87,5.04,4.34,6.92,6.05,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20261,6.04,5.99,8.54,5.88,5.6,4.11,6.45,6.09,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20262,4.96,5.28,8.43,6.04,5.78,4.01,5.91,5.77,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20263,5.62,6.61,8.47,5.79,4.15,4.47,7.4,6.07,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20264,6.6,5.35,8.43,5.98,4.66,4.5,6.83,6.05,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20265,6.43,5.37,8.33,6.23,5.45,4.44,6.26,6.07,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_20266,6.44,5.06,8.52,5.54,4.51,4.46,6.57,5.87,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_20267,5.97,5.15,8.64,6.01,5.09,4.47,6.55,5.98,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20268,5.72,5.85,8.53,5.4,4.89,4.37,6.66,5.92,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20269,6.04,6.28,8.46,5.46,4.33,4.44,7.13,6.02,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20270,6.17,5.76,8.55,5.79,5.83,4.47,6.49,6.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_20271,6.14,5.06,8.49,6.15,5.66,4.44,5.53,5.92,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_20272,5.7,5.02,8.4,6.14,5.75,3.98,5.56,5.79,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20273,6.28,6.16,8.63,6.03,4.28,4.34,7.21,6.13,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20274,6.5,6.33,8.34,5.46,3.99,4.57,7.29,6.07,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20275,6.39,5.87,8.25,6.08,5.13,4.48,6.62,6.12,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20276,5.49,5.68,8.47,5.79,4.28,4.36,6.56,5.8,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20277,4.34,5.86,8.37,4.9,3.56,4.48,6.98,5.5,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20278,5.92,5.77,8.34,5.49,4.39,4.5,6.66,5.87,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20279,4.4,6.02,8.15,4.71,3.51,4.45,7.13,5.48,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20280,5.49,5.91,8.64,5.91,4.54,4.46,6.8,5.96,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_20281,5.57,5.77,8.67,5.76,4.14,4.42,6.79,5.87,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
